ngram,inf_count,mis_count,total_app,mis_freq
amilies o,10,32,42,0.761904761904762
ay hav,70,224,294,0.761904761904762
efers t,15,48,63,0.761904761904762
egion hangou,10,32,42,0.761904761904762
ew week,10,32,42,0.761904761904762
ext mor,10,32,42,0.761904761904762
f dat,10,32,42,0.761904761904762
he origina,85,272,357,0.761904761904762
ies i,20,64,84,0.761904761904762
ight thin,10,32,42,0.761904761904762
ilitary servic,10,32,42,0.761904761904762
illed tw,10,32,42,0.761904761904762
ince 199,10,32,42,0.761904761904762
is hea,10,32,42,0.761904761904762
m locatio,20,64,84,0.761904761904762
nd afte,15,48,63,0.761904761904762
nd neve,10,32,42,0.761904761904762
nopes m,10,32,42,0.761904761904762
oined th,15,48,63,0.761904761904762
olored peopl,15,48,63,0.761904761904762
oman wa,15,48,63,0.761904761904762
ork ,15,48,63,0.761904761904762
reat dea,10,32,42,0.761904761904762
urt vonnegu,10,32,42,0.761904761904762
y staf,10,32,42,0.761904761904762
n hi,268,857,1125,0.761777777777778
o i,162,517,679,0.761413843888071
 restauran,21,67,88,0.761363636363636
he wal,21,67,88,0.761363636363636
spa o,21,67,88,0.761363636363636
o muc,37,118,155,0.761290322580645
our inbo,37,118,155,0.761290322580645
aul rya,16,51,67,0.761194029850746
nd do,16,51,67,0.761194029850746
o di,16,51,67,0.761194029850746
y ow,16,51,67,0.761194029850746
ince th,43,137,180,0.761111111111111
o watc,27,86,113,0.761061946902655
eople wh,65,207,272,0.761029411764706
witter googl,38,121,159,0.761006289308176
as rea,11,35,46,0.760869565217391
ection o,11,35,46,0.760869565217391
his photograp,11,35,46,0.760869565217391
hree day,11,35,46,0.760869565217391
iagnosed wit,11,35,46,0.760869565217391
iding i,11,35,46,0.760869565217391
o determin,11,35,46,0.760869565217391
or thos,33,105,138,0.760869565217391
ost ne,11,35,46,0.760869565217391
ote hillar,11,35,46,0.760869565217391
vent i,11,35,46,0.760869565217391
y poste,11,35,46,0.760869565217391
s als,50,159,209,0.760765550239234
n februar,39,124,163,0.760736196319019
s hi,28,89,117,0.760683760683761
fter a,17,54,71,0.76056338028169
ike t,68,216,284,0.76056338028169
m thi,17,54,71,0.76056338028169
o lo,17,54,71,0.76056338028169
rticle b,17,54,71,0.76056338028169
f ou,74,235,309,0.760517799352751
ow tha,23,73,96,0.760416666666667
ries t,23,73,96,0.760416666666667
s presidentia,23,73,96,0.760416666666667
he yea,64,203,267,0.760299625468165
 wil,53,168,221,0.760180995475113
 co,18,57,75,0.76
 natio,12,38,50,0.76
014 a,48,152,200,0.76
atch th,24,76,100,0.76
bout barac,12,38,50,0.76
eath ,12,38,50,0.76
eet th,18,57,75,0.76
esponded t,12,38,50,0.76
ext messag,12,38,50,0.76
he no,12,38,50,0.76
he th,36,114,150,0.76
hem wit,12,38,50,0.76
hese ar,30,95,125,0.76
his thi,36,114,150,0.76
m 1,24,76,100,0.76
nswer ,12,38,50,0.76
old sta,12,38,50,0.76
ould happe,12,38,50,0.76
owever i,24,76,100,0.76
tories ar,12,38,50,0.76
ubmitted b,18,57,75,0.76
 tim,31,98,129,0.75968992248062
ead t,31,98,129,0.75968992248062
t wa,341,1078,1419,0.75968992248062
hat he,25,79,104,0.759615384615385
imes i,44,139,183,0.759562841530055
 plac,13,41,54,0.759259259259259
ank th,13,41,54,0.759259259259259
arch 3,13,41,54,0.759259259259259
eat i,13,41,54,0.759259259259259
f rea,13,41,54,0.759259259259259
ounder o,13,41,54,0.759259259259259
ponsored b,13,41,54,0.759259259259259
rovided b,13,41,54,0.759259259259259
y davi,26,82,108,0.759259259259259
rime ministe,46,145,191,0.759162303664922
o provid,33,104,137,0.759124087591241
re ,80,252,332,0.759036144578313
ay no,47,148,195,0.758974358974359
 loca,27,85,112,0.758928571428571
eople an,27,85,112,0.758928571428571
ho wer,27,85,112,0.758928571428571
nd ha,68,214,282,0.75886524822695
 lis,48,151,199,0.758793969849246
 complet,14,44,58,0.758620689655172
 son,21,66,87,0.758620689655172
avid ,14,44,58,0.758620689655172
his vide,42,132,174,0.758620689655172
lso lik,14,44,58,0.758620689655172
orgot you,14,44,58,0.758620689655172
retty muc,14,44,58,0.758620689655172
ame o,71,223,294,0.758503401360544
nn coulte,44,138,182,0.758241758241758
ear th,74,232,306,0.758169934640523
ne da,37,116,153,0.758169934640523
 c,15,47,62,0.758064516129032
5 o,15,47,62,0.758064516129032
ad no,15,47,62,0.758064516129032
eck o,15,47,62,0.758064516129032
merica th,15,47,62,0.758064516129032
own a,15,47,62,0.758064516129032
an francisc,61,191,252,0.757936507936508
hild suppor,23,72,95,0.757894736842105
ames wit,8,25,33,0.757575757575758
as launche,8,25,33,0.757575757575758
as tol,8,25,33,0.757575757575758
aw messag,8,25,33,0.757575757575758
ears an,24,75,99,0.757575757575758
ersion o,56,175,231,0.757575757575758
f lif,24,75,99,0.757575757575758
he mem,8,25,33,0.757575757575758
hey believ,8,25,33,0.757575757575758
hich ,24,75,99,0.757575757575758
his ou,8,25,33,0.757575757575758
ho kille,8,25,33,0.757575757575758
hread ,8,25,33,0.757575757575758
ick ,8,25,33,0.757575757575758
inkedin emai,8,25,33,0.757575757575758
it bull,8,25,33,0.757575757575758
nter ,8,25,33,0.757575757575758
o brea,8,25,33,0.757575757575758
o hol,16,50,66,0.757575757575758
ogin o,16,50,66,0.757575757575758
oined se,8,25,33,0.757575757575758
oman gav,8,25,33,0.757575757575758
ooks o,8,25,33,0.757575757575758
op ne,8,25,33,0.757575757575758
ould tak,24,75,99,0.757575757575758
our chil,8,25,33,0.757575757575758
r follo,8,25,33,0.757575757575758
rom whic,8,25,33,0.757575757575758
rticles ,8,25,33,0.757575757575758
tc ra,8,25,33,0.757575757575758
ver 1,8,25,33,0.757575757575758
epartment o,65,203,268,0.757462686567164
n he,131,409,540,0.757407407407407
 kno,76,237,313,0.757188498402556
his i,457,1425,1882,0.757173219978746
hild i,17,53,70,0.757142857142857
own fo,17,53,70,0.757142857142857
e vote,70,218,288,0.756944444444445
 cit,9,28,37,0.756756756756757
and ,9,28,37,0.756756756756757
ard an,9,28,37,0.756756756756757
art i,27,84,111,0.756756756756757
as abou,9,28,37,0.756756756756757
e wante,9,28,37,0.756756756756757
elebrate th,9,28,37,0.756756756756757
eligious freedo,9,28,37,0.756756756756757
elongs t,9,28,37,0.756756756756757
f fou,9,28,37,0.756756756756757
hare clai,9,28,37,0.756756756756757
hat donal,9,28,37,0.756756756756757
he tow,18,56,74,0.756756756756757
hen it,9,28,37,0.756756756756757
ho sho,9,28,37,0.756756756756757
hy di,9,28,37,0.756756756756757
ove luc,9,28,37,0.756756756756757
riend i,9,28,37,0.756756756756757
t ne,9,28,37,0.756756756756757
t shoul,9,28,37,0.756756756756757
y ma,9,28,37,0.756756756756757
he nex,82,255,337,0.756676557863502
his on,73,227,300,0.756666666666667
f thes,83,258,341,0.756598240469208
ecember 2,56,174,230,0.756521739130435
s you,28,87,115,0.756521739130435
all o,47,146,193,0.756476683937824
he legend,19,59,78,0.756410256410256
ith faceboo,19,59,78,0.756410256410256
e hav,79,245,324,0.756172839506173
 bi,80,248,328,0.75609756097561
 com,10,31,41,0.75609756097561
 rathe,10,31,41,0.75609756097561
angouts feedbac,10,31,41,0.75609756097561
e abou,10,31,41,0.75609756097561
ealth sport,10,31,41,0.75609756097561
eedback hilf,10,31,41,0.75609756097561
eel fre,10,31,41,0.75609756097561
etting th,10,31,41,0.75609756097561
f wh,10,31,41,0.75609756097561
iew thi,10,31,41,0.75609756097561
ights o,10,31,41,0.75609756097561
ike like,10,31,41,0.75609756097561
ilfe regio,10,31,41,0.75609756097561
n india,10,31,41,0.75609756097561
nywhere i,10,31,41,0.75609756097561
omment ye,10,31,41,0.75609756097561
our compute,10,31,41,0.75609756097561
uestion ,10,31,41,0.75609756097561
ct o,31,96,127,0.755905511811024
s w,31,96,127,0.755905511811024
n cas,21,65,86,0.755813953488372
t bu,21,65,86,0.755813953488372
he fac,85,263,348,0.755747126436782
nopes pag,32,99,131,0.755725190839695
as th,250,773,1023,0.755620723362659
 pleas,22,68,90,0.755555555555556
as pu,11,34,45,0.755555555555556
bout fa,11,34,45,0.755555555555556
hat wa,121,374,495,0.755555555555556
he bb,11,34,45,0.755555555555556
n ap,11,34,45,0.755555555555556
onate ,11,34,45,0.755555555555556
ong th,11,34,45,0.755555555555556
ords i,11,34,45,0.755555555555556
orld i,22,68,90,0.755555555555556
osted p,11,34,45,0.755555555555556
ou th,22,68,90,0.755555555555556
ould lea,11,34,45,0.755555555555556
ack t,207,639,846,0.75531914893617
osted o,174,537,711,0.755274261603376
uly 200,47,145,192,0.755208333333333
f yo,342,1055,1397,0.755189692197566
he sam,189,583,772,0.755181347150259
015 shar,12,37,49,0.755102040816326
alling fo,24,74,98,0.755102040816326
eople a,12,37,49,0.755102040816326
everal time,12,37,49,0.755102040816326
f osam,12,37,49,0.755102040816326
he audienc,12,37,49,0.755102040816326
he en,48,148,196,0.755102040816326
he genera,12,37,49,0.755102040816326
ideo gam,12,37,49,0.755102040816326
n indonesi,12,37,49,0.755102040816326
rticle doe,12,37,49,0.755102040816326
o hi,147,453,600,0.755
hose o,25,77,102,0.754901960784314
ivil wa,25,77,102,0.754901960784314
n tim,25,77,102,0.754901960784314
o protec,25,77,102,0.754901960784314
010 a,13,40,53,0.754716981132076
avor o,13,40,53,0.754716981132076
eport giv,13,40,53,0.754716981132076
hat thes,13,40,53,0.754716981132076
he cente,13,40,53,0.754716981132076
illion fo,13,40,53,0.754716981132076
n favo,13,40,53,0.754716981132076
n min,13,40,53,0.754716981132076
nopes i,26,80,106,0.754716981132076
o mov,13,40,53,0.754716981132076
ogin t,13,40,53,0.754716981132076
ppears i,13,40,53,0.754716981132076
e shoul,27,83,110,0.754545454545455
rom ,286,879,1165,0.75450643776824
he entir,41,126,167,0.754491017964072
he righ,55,169,224,0.754464285714286
 kne,14,43,57,0.754385964912281
f n,14,43,57,0.754385964912281
oney fo,14,43,57,0.754385964912281
own hi,14,43,57,0.754385964912281
tory fro,14,43,57,0.754385964912281
y o,70,215,285,0.754385964912281
or hi,113,347,460,0.754347826086957
ut o,331,1016,1347,0.754268745360059
ave t,117,359,476,0.754201680672269
bout th,356,1092,1448,0.75414364640884
arco rubi,15,46,61,0.754098360655738
ay aroun,15,46,61,0.754098360655738
et an,15,46,61,0.754098360655738
he publi,45,138,183,0.754098360655738
ill hel,15,46,61,0.754098360655738
ne anothe,15,46,61,0.754098360655738
ont believ,15,46,61,0.754098360655738
ppear o,15,46,61,0.754098360655738
s suprem,15,46,61,0.754098360655738
s par,47,144,191,0.753926701570681
f thei,157,481,638,0.753918495297806
hare twee,79,242,321,0.753894080996885
he questio,32,98,130,0.753846153846154
n s,16,49,65,0.753846153846154
nd an,16,49,65,0.753846153846154
omen an,16,49,65,0.753846153846154
f wate,33,101,134,0.753731343283582
0 year,83,254,337,0.753709198813056
irector o,17,52,69,0.753623188405797
ould als,17,52,69,0.753623188405797
uly 1,34,104,138,0.753623188405797
he star,18,55,73,0.753424657534247
iscovered tha,18,55,73,0.753424657534247
nly t,18,55,73,0.753424657534247
or a,73,223,296,0.753378378378378
ay o,129,394,523,0.753346080305927
n monda,38,116,154,0.753246753246753
nyone wh,19,58,77,0.753246753246753
ow ,60,183,243,0.753086419753086
ruth abou,20,61,81,0.753086419753086
lso ,21,64,85,0.752941176470588
ords o,21,64,85,0.752941176470588
he ga,22,67,89,0.752808988764045
ame t,45,137,182,0.752747252747253
ou r,45,137,182,0.752747252747253
m th,48,146,194,0.752577319587629
oter frau,24,73,97,0.752577319587629
cross th,74,225,299,0.752508361204014
 questio,50,152,202,0.752475247524752
n no,25,76,101,0.752475247524752
 smal,55,167,222,0.752252252252252
ike thi,85,258,343,0.752186588921283
een ,57,173,230,0.752173913043478
aughter o,29,88,117,0.752136752136752
o an,58,176,234,0.752136752136752
s t,120,364,484,0.752066115702479
ecause th,92,279,371,0.752021563342318
hat o,32,97,129,0.751937984496124
nd hav,34,103,137,0.751824817518248
he fina,35,106,141,0.75177304964539
ied i,70,212,282,0.75177304964539
ormer presiden,37,112,149,0.751677852348993
rban legend,269,814,1083,0.751615881809788
t thi,40,121,161,0.751552795031056
n ol,42,127,169,0.751479289940828
p t,130,393,523,0.751434034416826
n sa,49,148,197,0.751269035532995
e woul,68,205,273,0.750915750915751
ver th,162,488,650,0.750769230769231
o you,92,277,369,0.750677506775068
 an,59,177,236,0.75
 chines,19,57,76,0.75
 controversia,10,30,40,0.75
 mountai,10,30,40,0.75
 plan,19,57,76,0.75
 secon,74,222,296,0.75
 ti,20,60,80,0.75
1 201,175,525,700,0.75
10 p,9,27,36,0.75
aid t,40,120,160,0.75
ake i,77,231,308,0.75
aken fro,35,105,140,0.75
ame fo,12,36,48,0.75
an 2,42,126,168,0.75
arge numbe,11,33,44,0.75
as sai,21,63,84,0.75
assed awa,34,102,136,0.75
at th,9,27,36,0.75
aused b,34,102,136,0.75
aying ,12,36,48,0.75
ble t,78,234,312,0.75
ctor wh,19,57,76,0.75
dd t,38,114,152,0.75
e thi,11,33,44,0.75
eath i,42,126,168,0.75
eb ,26,78,104,0.75
edia matter,14,42,56,0.75
eing use,11,33,44,0.75
elieved t,22,66,88,0.75
ell don,11,33,44,0.75
ell u,16,48,64,0.75
elp yo,19,57,76,0.75
enned ,12,36,48,0.75
epublican nationa,9,27,36,0.75
esidents o,10,30,40,0.75
essage t,22,66,88,0.75
et read,10,30,40,0.75
ews entertainmen,24,72,96,0.75
ews networ,13,39,52,0.75
ews servic,9,27,36,0.75
f fam,11,33,44,0.75
ff i,13,39,52,0.75
han i,9,27,36,0.75
he lawsui,9,27,36,0.75
he libera,10,30,40,0.75
he lor,11,33,44,0.75
he parent,11,33,44,0.75
he purpos,11,33,44,0.75
he qura,11,33,44,0.75
he thre,21,63,84,0.75
he vide,82,246,328,0.75
hether o,14,42,56,0.75
hey nee,9,27,36,0.75
hink o,19,57,76,0.75
hite an,15,45,60,0.75
hroughout th,25,75,100,0.75
ied th,9,27,36,0.75
is bod,12,36,48,0.75
itle o,13,39,52,0.75
lastic bag,11,33,44,0.75
mage ,12,36,48,0.75
n hollywoo,12,36,48,0.75
n questio,17,51,68,0.75
n sunda,33,99,132,0.75
nd furiou,9,27,36,0.75
nd thei,46,138,184,0.75
nd wha,19,57,76,0.75
nd whe,17,51,68,0.75
ne tha,21,63,84,0.75
nopes urba,16,48,64,0.75
now thi,10,30,40,0.75
ny tim,16,48,64,0.75
o clai,18,54,72,0.75
o everyon,15,45,60,0.75
o improv,12,36,48,0.75
o spea,14,42,56,0.75
old o,13,39,52,0.75
old repl,14,42,56,0.75
ollection o,61,183,244,0.75
omment o,25,75,100,0.75
onths i,9,27,36,0.75
orgot passwor,10,30,40,0.75
orking i,10,30,40,0.75
orld serie,11,33,44,0.75
ormer u,22,66,88,0.75
orse tha,15,45,60,0.75
ot al,11,33,44,0.75
ot qualif,13,39,52,0.75
ou can,16,48,64,0.75
oung peopl,20,60,80,0.75
ourse th,10,30,40,0.75
own ,23,69,92,0.75
pread th,12,36,48,0.75
re u,9,27,36,0.75
resident bil,21,63,84,0.75
residential rac,10,30,40,0.75
rom al,23,69,92,0.75
t jus,21,63,84,0.75
tand fo,9,27,36,0.75
tar o,19,57,76,0.75
uman natur,12,36,48,0.75
urricane isabe,9,27,36,0.75
ut you,12,36,48,0.75
ay t,104,311,415,0.749397590361446
hey ar,166,496,662,0.749244712990937
osted i,62,185,247,0.748987854251012
go ,61,182,243,0.748971193415638
ut i,215,641,856,0.748831775700935
n wit,47,140,187,0.748663101604278
o 1,47,140,187,0.748663101604278
eed t,124,369,493,0.748478701825558
ff th,79,235,314,0.748407643312102
round th,150,446,596,0.748322147651007
ind th,37,110,147,0.748299319727891
n t,185,550,735,0.748299319727891
rom thei,37,110,147,0.748299319727891
ut fo,35,104,139,0.748201438848921
ec 2,34,101,135,0.748148148148148
lack peopl,34,101,135,0.748148148148148
as becom,32,95,127,0.748031496062992
o tel,32,95,127,0.748031496062992
t ,696,2066,2762,0.748008689355539
e no,31,92,123,0.747967479674797
ssociated wit,31,92,123,0.747967479674797
hortly afte,29,86,115,0.747826086956522
pr 2,29,86,115,0.747826086956522
act tha,56,166,222,0.747747747747748
he titl,28,83,111,0.747747747747748
 199,27,80,107,0.747663551401869
o othe,27,80,107,0.747663551401869
 decembe,26,77,103,0.747572815533981
osts t,26,77,103,0.747572815533981
et fre,25,74,99,0.747474747474748
nd b,25,74,99,0.747474747474748
age fo,49,145,194,0.747422680412371
hat yo,147,435,582,0.747422680412371
eclaration o,24,71,95,0.747368421052632
o wha,24,71,95,0.747368421052632
he worl,357,1056,1413,0.747346072186836
o tak,94,278,372,0.747311827956989
on ,211,624,835,0.747305389221557
ake sur,46,136,182,0.747252747252747
ew day,23,68,91,0.747252747252747
how tha,23,68,91,0.747252747252747
iscussion i,23,68,91,0.747252747252747
n you,159,470,629,0.747217806041336
anuary ,44,130,174,0.747126436781609
he sta,22,65,87,0.747126436781609
n recen,22,65,87,0.747126436781609
he firs,520,1536,2056,0.747081712062257
e foun,42,124,166,0.746987951807229
earch searc,21,62,83,0.746987951807229
er husban,42,124,166,0.746987951807229
f independenc,21,62,83,0.746987951807229
he an,21,62,83,0.746987951807229
he nee,21,62,83,0.746987951807229
ind mor,42,124,166,0.746987951807229
nd ge,21,62,83,0.746987951807229
ith ou,20,59,79,0.746835443037975
o en,20,59,79,0.746835443037975
y a,99,292,391,0.746803069053708
 t,78,230,308,0.746753246753247
alf o,19,56,75,0.746666666666667
isit th,19,56,75,0.746666666666667
t hi,38,112,150,0.746666666666667
umor snope,19,56,75,0.746666666666667
ne i,55,162,217,0.746543778801843
echnology scienc,18,53,71,0.746478873239437
n youtub,18,53,71,0.746478873239437
ren ,18,53,71,0.746478873239437
he ban,35,103,138,0.746376811594203
o g,104,306,410,0.746341463414634
ast an,34,100,134,0.746268656716418
he bes,153,450,603,0.746268656716418
ince ,17,50,67,0.746268656716418
nd sh,17,50,67,0.746268656716418
ho i,82,241,323,0.746130030959752
ad i,16,47,63,0.746031746031746
he rac,16,47,63,0.746031746031746
nd di,16,47,63,0.746031746031746
ow fo,16,47,63,0.746031746031746
s dea,16,47,63,0.746031746031746
as writte,31,91,122,0.745901639344262
re th,108,317,425,0.745882352941177
o t,212,622,834,0.745803357314149
cience tec,15,44,59,0.745762711864407
he diseas,15,44,59,0.745762711864407
ince 200,15,44,59,0.745762711864407
t doesn,15,44,59,0.745762711864407
weet thi,15,44,59,0.745762711864407
n 196,44,129,173,0.745664739884393
ore post,44,129,173,0.745664739884393
ebruary 1,43,126,169,0.745562130177515
uch a,142,416,558,0.745519713261649
 for,14,41,55,0.745454545454546
amily member,28,82,110,0.745454545454546
ate se,14,41,55,0.745454545454546
ays ,28,82,110,0.745454545454546
elow o,14,41,55,0.745454545454546
f 3,14,41,55,0.745454545454546
irst plac,14,41,55,0.745454545454546
n bot,14,41,55,0.745454545454546
s state,14,41,55,0.745454545454546
ue t,167,489,656,0.745426829268293
rom a,68,199,267,0.745318352059925
equired t,27,79,106,0.745283018867925
he countr,81,237,318,0.745283018867925
merica ,27,79,106,0.745283018867925
y i,27,79,106,0.745283018867925
ake ,118,345,463,0.745140388768899
0000 i,13,38,51,0.745098039215686
ade hi,13,38,51,0.745098039215686
as 1,13,38,51,0.745098039215686
etter tha,26,76,102,0.745098039215686
hem al,13,38,51,0.745098039215686
hen ther,13,38,51,0.745098039215686
ifference betwee,13,38,51,0.745098039215686
ll thi,13,38,51,0.745098039215686
onnect wit,13,38,51,0.745098039215686
rea o,13,38,51,0.745098039215686
hile th,51,149,200,0.745
oast o,25,73,98,0.744897959183674
t come,25,73,98,0.744897959183674
nd ar,37,108,145,0.744827586206897
 shar,73,213,286,0.744755244755245
 196,12,35,47,0.74468085106383
 par,24,70,94,0.74468085106383
7 1,12,35,47,0.74468085106383
aken t,12,35,47,0.74468085106383
e neve,12,35,47,0.74468085106383
ecause ther,12,35,47,0.74468085106383
ideo new,12,35,47,0.74468085106383
ite fo,12,35,47,0.74468085106383
o answe,24,70,94,0.74468085106383
o ide,12,35,47,0.74468085106383
o sprea,12,35,47,0.74468085106383
ome ,12,35,47,0.74468085106383
oogle pinteres,12,35,47,0.74468085106383
s ha,12,35,47,0.74468085106383
ven ,12,35,47,0.74468085106383
y friend,12,35,47,0.74468085106383
he las,107,312,419,0.744630071599045
ot hav,35,102,137,0.744525547445256
s stil,58,169,227,0.744493392070485
ctober 2,69,201,270,0.744444444444445
eb 1,34,99,133,0.744360902255639
 mil,11,32,43,0.744186046511628
2 1,11,32,43,0.744186046511628
ddress i,11,32,43,0.744186046511628
elow th,11,32,43,0.744186046511628
hey wan,11,32,43,0.744186046511628
n advanc,11,32,43,0.744186046511628
otel roo,11,32,43,0.744186046511628
ourt o,11,32,43,0.744186046511628
romised t,11,32,43,0.744186046511628
ut som,11,32,43,0.744186046511628
o rea,54,157,211,0.744075829383886
hat d,32,93,125,0.744
oogle plu,21,61,82,0.74390243902439
unch o,21,61,82,0.74390243902439
ust hav,21,61,82,0.74390243902439
 reall,31,90,121,0.743801652892562
his pag,93,270,363,0.743801652892562
o shar,81,235,316,0.743670886075949
 histor,10,29,39,0.743589743589744
 los,10,29,39,0.743589743589744
 p,30,87,117,0.743589743589744
bama o,10,29,39,0.743589743589744
e sho,10,29,39,0.743589743589744
eing sol,10,29,39,0.743589743589744
er o,10,29,39,0.743589743589744
estaurant chai,10,29,39,0.743589743589744
hen thei,10,29,39,0.743589743589744
ill al,10,29,39,0.743589743589744
n f,10,29,39,0.743589743589744
ock an,10,29,39,0.743589743589744
ohn wayn,20,58,78,0.743589743589744
oreign affair,10,29,39,0.743589743589744
ost lin,20,58,78,0.743589743589744
ost popula,40,116,156,0.743589743589744
re an,10,29,39,0.743589743589744
uestion abou,10,29,39,0.743589743589744
wareness mont,10,29,39,0.743589743589744
 nationa,39,113,152,0.743421052631579
n januar,68,197,265,0.743396226415094
ou ar,184,533,717,0.743375174337517
ound a,29,84,113,0.743362831858407
ut no,58,168,226,0.743362831858407
t o,77,223,300,0.743333333333333
ow t,200,579,779,0.743260590500642
008 presidentia,19,55,74,0.743243243243243
acebook twitte,171,495,666,0.743243243243243
eeded t,19,55,74,0.743243243243243
log entrie,38,110,148,0.743243243243243
olicy term,19,55,74,0.743243243243243
nd i,330,955,1285,0.743190661478599
long wit,47,136,183,0.743169398907104
he democrati,28,81,109,0.743119266055046
ind i,28,81,109,0.743119266055046
he u,444,1283,1727,0.742906774753909
 use,18,52,70,0.742857142857143
4 2,9,26,35,0.742857142857143
alled th,54,156,210,0.742857142857143
anuary 0,9,26,35,0.742857142857143
eligion i,9,26,35,0.742857142857143
ere arreste,9,26,35,0.742857142857143
ere mad,18,52,70,0.742857142857143
ever eve,9,26,35,0.742857142857143
fficers i,9,26,35,0.742857142857143
hare t,9,26,35,0.742857142857143
ho mad,9,26,35,0.742857142857143
hose tha,9,26,35,0.742857142857143
in laden,9,26,35,0.742857142857143
ish t,9,26,35,0.742857142857143
n ho,36,104,140,0.742857142857143
ncident i,9,26,35,0.742857142857143
o bette,9,26,35,0.742857142857143
oney ,9,26,35,0.742857142857143
op 2,9,26,35,0.742857142857143
oses ,9,26,35,0.742857142857143
ouse an,18,52,70,0.742857142857143
reated fo,9,26,35,0.742857142857143
s importan,9,26,35,0.742857142857143
ven i,44,127,171,0.742690058479532
n whic,105,303,408,0.742647058823529
ou lik,35,101,136,0.742647058823529
s arm,26,75,101,0.742574257425743
e ha,155,447,602,0.742524916943522
m pos,43,124,167,0.74251497005988
as raise,17,49,66,0.742424242424242
ed nugen,17,49,66,0.742424242424242
nformation o,34,98,132,0.742424242424242
oney i,17,49,66,0.742424242424242
erms o,59,170,229,0.74235807860262
he natio,42,121,163,0.742331288343558
n ai,25,72,97,0.742268041237113
ou thin,50,144,194,0.742268041237113
emocratic nationa,33,95,128,0.7421875
ot th,90,259,349,0.742120343839542
ame an,16,46,62,0.741935483870968
ffice i,16,46,62,0.741935483870968
n louisian,16,46,62,0.741935483870968
ntertainment new,16,46,62,0.741935483870968
p nex,16,46,62,0.741935483870968
r othe,24,69,93,0.741935483870968
aily snope,31,89,120,0.741666666666667
he youn,31,89,120,0.741666666666667
 bee,23,66,89,0.741573033707865
hat thei,23,66,89,0.741573033707865
ideo show,46,132,178,0.741573033707865
n an,99,284,383,0.741514360313316
ew o,15,43,58,0.741379310344828
ush i,15,43,58,0.741379310344828
vents i,15,43,58,0.741379310344828
 re,22,63,85,0.741176470588235
o hea,22,63,85,0.741176470588235
aking ,51,146,197,0.741116751269036
 phot,58,166,224,0.741071428571429
emember m,29,83,112,0.741071428571429
llegal alien,29,83,112,0.741071428571429
igh schoo,130,372,502,0.741035856573705
residential candidat,72,206,278,0.741007194244604
it o,43,123,166,0.740963855421687
ore ,43,123,166,0.740963855421687
rom th,750,2145,2895,0.740932642487047
 quic,14,40,54,0.740740740740741
 searc,14,40,54,0.740740740740741
ater o,14,40,54,0.740740740740741
ccount o,35,100,135,0.740740740740741
f d,14,40,54,0.740740740740741
he globa,14,40,54,0.740740740740741
inkedin googl,14,40,54,0.740740740740741
ity t,14,40,54,0.740740740740741
mailed t,14,40,54,0.740740740740741
nd video,14,40,54,0.740740740740741
nyone els,14,40,54,0.740740740740741
ody wa,14,40,54,0.740740740740741
old reporter,21,60,81,0.740740740740741
oo man,28,80,108,0.740740740740741
op cultur,14,40,54,0.740740740740741
ow muc,35,100,135,0.740740740740741
ubmit ,21,60,81,0.740740740740741
usiness technolog,14,40,54,0.740740740740741
ike th,69,197,266,0.740601503759399
he nationa,131,374,505,0.740594059405941
ancer i,20,57,77,0.74025974025974
at i,20,57,77,0.74025974025974
ave ha,20,57,77,0.74025974025974
fter al,20,57,77,0.74025974025974
imilar t,20,57,77,0.74025974025974
is hom,20,57,77,0.74025974025974
isit ou,40,114,154,0.74025974025974
roduction o,20,57,77,0.74025974025974
witch t,53,151,204,0.740196078431373
efore th,66,188,254,0.740157480314961
enu hom,33,94,127,0.740157480314961
or yo,46,131,177,0.740112994350282
 wis,13,37,50,0.74
3 ,13,37,50,0.74
as lef,13,37,50,0.74
he busines,13,37,50,0.74
ho ,13,37,50,0.74
ies afte,26,74,100,0.74
n bosto,13,37,50,0.74
n franc,13,37,50,0.74
o pas,26,74,100,0.74
or he,52,148,200,0.74
ome new,90,256,346,0.739884393063584
air o,32,91,123,0.739837398373984
 da,69,196,265,0.739622641509434
o pa,62,176,238,0.739495798319328
ur dail,31,88,119,0.739495798319328
f a,191,542,733,0.739427012278308
ere t,49,139,188,0.73936170212766
ou kno,147,417,564,0.73936170212766
ot t,121,343,464,0.739224137931035
 pa,12,34,46,0.739130434782609
5 shar,12,34,46,0.739130434782609
ate o,36,102,138,0.739130434782609
ays an,12,34,46,0.739130434782609
fficial websit,12,34,46,0.739130434782609
hat go,12,34,46,0.739130434782609
he powe,18,51,69,0.739130434782609
hotos o,48,136,184,0.739130434782609
ine i,18,51,69,0.739130434782609
ligible t,12,34,46,0.739130434782609
m n,12,34,46,0.739130434782609
mail fro,18,51,69,0.739130434782609
n 193,12,34,46,0.739130434782609
o schoo,12,34,46,0.739130434782609
ood thin,12,34,46,0.739130434782609
re a,18,51,69,0.739130434782609
roduce ,12,34,46,0.739130434782609
uestions abou,18,51,69,0.739130434782609
here ,95,269,364,0.739010989010989
he tru,29,82,111,0.738738738738739
osts ,29,82,111,0.738738738738739
ews new,23,65,88,0.738636363636364
treet journa,23,65,88,0.738636363636364
0 1,17,48,65,0.738461538461539
ay yo,17,48,65,0.738461538461539
ul 201,17,48,65,0.738461538461539
o mak,185,522,707,0.738330975954738
as ,498,1404,1902,0.738170347003155
