ngram,inf_count,mis_count,total_app,mis_freq
atches i,2,60,62,0.967741935483871
eporting tha,2,60,62,0.967741935483871
he fals,3,90,93,0.967741935483871
ederal ta,2,59,61,0.967213114754098
f cocacol,2,59,61,0.967213114754098
linton i,2,59,61,0.967213114754098
obby lobb,2,59,61,0.967213114754098
ord fo,2,59,61,0.967213114754098
rticle claimin,2,59,61,0.967213114754098
rump i,2,59,61,0.967213114754098
ianne feinstei,2,58,60,0.966666666666667
illie nelso,2,58,60,0.966666666666667
n berli,3,87,90,0.966666666666667
s plannin,2,58,60,0.966666666666667
rrested fo,10,288,298,0.966442953020134
 hoa,16,457,473,0.966173361522199
nternet hoaxe,2,57,59,0.966101694915254
haria la,5,142,147,0.965986394557823
nnounced toda,3,85,88,0.965909090909091
hat say,2,56,58,0.96551724137931
iley cyru,3,84,87,0.96551724137931
n brazi,2,56,58,0.96551724137931
oxing da,2,56,58,0.96551724137931
hain lette,2,55,57,0.964912280701754
hild a,2,55,57,0.964912280701754
ow wo,2,55,57,0.964912280701754
yth tha,2,55,57,0.964912280701754
earborn michiga,3,82,85,0.964705882352941
dmitted t,2,54,56,0.964285714285714
f alla,2,54,56,0.964285714285714
r obam,2,54,56,0.964285714285714
bola viru,3,80,83,0.963855421686747
elate t,3,80,83,0.963855421686747
t illega,2,53,55,0.963636363636364
 rumo,6,157,163,0.96319018404908
bola i,2,52,54,0.962962962962963
lood an,2,52,54,0.962962962962963
olumbia universit,3,78,81,0.962962962962963
shley flore,2,51,53,0.962264150943396
itamin ,3,76,79,0.962025316455696
rrested i,3,76,79,0.962025316455696
bama wil,2,50,52,0.961538461538461
enetically modifie,3,75,78,0.961538461538461
ennessee walmar,2,50,52,0.961538461538461
fter eatin,2,50,52,0.961538461538461
ife suppor,2,50,52,0.961538461538461
od fro,2,50,52,0.961538461538461
s constitutio,3,74,77,0.961038961038961
ecame pregnan,2,49,51,0.96078431372549
eeting i,2,49,51,0.96078431372549
ill h,2,49,51,0.96078431372549
irculating onlin,2,49,51,0.96078431372549
nonymous cowar,2,49,51,0.96078431372549
xecutive orde,9,220,229,0.960698689956332
teven spielber,3,73,76,0.960526315789474
acebook user,4,97,101,0.96039603960396
cronym fo,3,72,75,0.96
een prove,2,48,50,0.96
embers ar,2,48,50,0.96
erson a,2,48,50,0.96
he tai,3,72,75,0.96
lease forwar,2,48,50,0.96
s citize,2,48,50,0.96
yth i,2,48,50,0.96
fraid o,3,71,74,0.959459459459459
idely circulate,3,71,74,0.959459459459459
ill tha,3,71,74,0.959459459459459
 meetin,4,94,98,0.959183673469388
in diese,2,47,49,0.959183673469388
nce owne,2,47,49,0.959183673469388
nternet hoa,2,47,49,0.959183673469388
urports t,2,47,49,0.959183673469388
ex wit,4,93,97,0.958762886597938
arah pali,27,627,654,0.958715596330275
fid chip,2,46,48,0.958333333333333
he joh,2,46,48,0.958333333333333
heir hand,2,46,48,0.958333333333333
laims ,2,46,48,0.958333333333333
nd ende,3,69,72,0.958333333333333
ress fo,2,46,48,0.958333333333333
 stud,6,137,143,0.958041958041958
eath ro,3,68,71,0.957746478873239
as station,4,90,94,0.957446808510638
en commandment,2,45,47,0.957446808510638
ews articl,4,90,94,0.957446808510638
irectly t,2,45,47,0.957446808510638
ngeles c,2,45,47,0.957446808510638
o ti,2,45,47,0.957446808510638
or sayin,2,45,47,0.957446808510638
7 millio,2,44,46,0.956521739130435
abbage patc,2,44,46,0.956521739130435
ark twai,2,44,46,0.956521739130435
e happ,3,66,69,0.956521739130435
h ,2,44,46,0.956521739130435
heel o,2,44,46,0.956521739130435
oax i,2,44,46,0.956521739130435
top usin,2,44,46,0.956521739130435
ylvester stallon,4,88,92,0.956521739130435
o protes,4,87,91,0.956043956043956
his rumo,3,65,68,0.955882352941176
as file,2,43,45,0.955555555555556
dam sandle,2,43,45,0.955555555555556
he albu,2,43,45,0.955555555555556
lag lape,2,43,45,0.955555555555556
or adoptio,2,43,45,0.955555555555556
our pi,2,43,45,0.955555555555556
owest i,2,43,45,0.955555555555556
veryone yo,2,43,45,0.955555555555556
witter twee,2,43,45,0.955555555555556
ewsletter sig,3,64,67,0.955223880597015
f nort,3,64,67,0.955223880597015
iolation r,3,64,67,0.955223880597015
he round,5,106,111,0.954954954954955
apable o,2,42,44,0.954545454545455
ath o,2,42,44,0.954545454545455
ats ar,2,42,44,0.954545454545455
ead ma,3,63,66,0.954545454545455
et hig,2,42,44,0.954545454545455
he allege,3,63,66,0.954545454545455
im mor,2,42,44,0.954545454545455
nd nort,2,42,44,0.954545454545455
orward thi,4,84,88,0.954545454545455
rump an,2,42,44,0.954545454545455
 musli,9,188,197,0.954314720812183
overed wit,3,62,65,0.953846153846154
 sixt,2,41,43,0.953488372093023
 universit,2,41,43,0.953488372093023
as pum,2,41,43,0.953488372093023
hain emai,2,41,43,0.953488372093023
omething jus,2,41,43,0.953488372093023
ood pos,2,41,43,0.953488372093023
ssault an,2,41,43,0.953488372093023
uch thin,2,41,43,0.953488372093023
he fb,5,102,107,0.953271028037383
n acrony,5,102,107,0.953271028037383
an foun,3,61,64,0.953125
efuses t,6,122,128,0.953125
esus i,3,61,64,0.953125
fter learnin,3,61,64,0.953125
ur deepes,3,61,64,0.953125
ichele bachman,5,101,106,0.952830188679245
aster durin,2,40,42,0.952380952380952
ave jus,3,60,63,0.952380952380952
edia site,2,40,42,0.952380952380952
eef i,2,40,42,0.952380952380952
ext generatio,6,120,126,0.952380952380952
f reader,2,40,42,0.952380952380952
here wil,4,80,84,0.952380952380952
his afternoo,2,40,42,0.952380952380952
ible i,2,40,42,0.952380952380952
or cocain,2,40,42,0.952380952380952
pple i,2,40,42,0.952380952380952
rdered ,2,40,42,0.952380952380952
regnant th,2,40,42,0.952380952380952
s cit,2,40,42,0.952380952380952
ucks quac,2,40,42,0.952380952380952
urgery t,2,40,42,0.952380952380952
 thir,7,139,146,0.952054794520548
ating ,5,99,104,0.951923076923077
ayor michae,3,59,62,0.951612903225806
rayvon marti,7,137,144,0.951388888888889
 duck,2,39,41,0.951219512195122
eep insid,2,39,41,0.951219512195122
even second,2,39,41,0.951219512195122
igh i,2,39,41,0.951219512195122
it de,2,39,41,0.951219512195122
ith ne,2,39,41,0.951219512195122
ny rea,2,39,41,0.951219512195122
rench i,2,39,41,0.951219512195122
rror message,2,39,41,0.951219512195122
un ownershi,2,39,41,0.951219512195122
very seve,2,39,41,0.951219512195122
xecutive order,2,39,41,0.951219512195122
ews sit,4,77,81,0.950617283950617
f praye,5,96,101,0.95049504950495
ser i,5,96,101,0.95049504950495
mber aler,6,115,121,0.950413223140496
aid of,2,38,40,0.95
ew constitutio,4,76,80,0.95
ex ever,2,38,40,0.95
ichael bloomber,3,57,60,0.95
iral vide,3,57,60,0.95
mage wa,2,38,40,0.95
mall chil,2,38,40,0.95
obbying congres,2,38,40,0.95
ocaine possessio,2,38,40,0.95
olice official,2,38,40,0.95
onvicted o,2,38,40,0.95
orth korea,5,95,100,0.95
oward use,2,38,40,0.95
rgued tha,2,38,40,0.95
rying o,2,38,40,0.95
uack doesn,2,38,40,0.95
xempt fro,2,38,40,0.95
prah winfre,8,150,158,0.949367088607595
orce on,7,131,138,0.949275362318841
oft drin,3,56,59,0.949152542372881
laiming tha,13,241,254,0.948818897637795
ailed a,2,37,39,0.948717948717949
asa announce,2,37,39,0.948717948717949
aul alinsk,2,37,39,0.948717948717949
bout presiden,2,37,39,0.948717948717949
f smal,2,37,39,0.948717948717949
hared o,2,37,39,0.948717948717949
mail februar,2,37,39,0.948717948717949
mail twee,2,37,39,0.948717948717949
nd mar,2,37,39,0.948717948717949
ntertainment busines,2,37,39,0.948717948717949
ocuments th,2,37,39,0.948717948717949
oesnt ech,2,37,39,0.948717948717949
ree woo,2,37,39,0.948717948717949
uggests tha,2,37,39,0.948717948717949
alse clai,14,257,271,0.948339483394834
efore w,3,55,58,0.948275862068965
laimed tha,9,165,174,0.948275862068965
oax ,4,73,77,0.948051948051948
overnment i,4,73,77,0.948051948051948
 fas,3,54,57,0.947368421052632
 homeles,3,54,57,0.947368421052632
aiku poetr,2,36,38,0.947368421052632
ax refund,3,54,57,0.947368421052632
elease tw,2,36,38,0.947368421052632
he 13t,3,54,57,0.947368421052632
he repor,6,108,114,0.947368421052632
iction summar,2,36,38,0.947368421052632
ing aroun,2,36,38,0.947368421052632
ocal restauran,2,36,38,0.947368421052632
ohnson johnso,2,36,38,0.947368421052632
ollywood hom,2,36,38,0.947368421052632
osting ,2,36,38,0.947368421052632
re powerfu,2,36,38,0.947368421052632
reviously reporte,2,36,38,0.947368421052632
till b,3,54,57,0.947368421052632
ure fo,2,36,38,0.947368421052632
uter spac,2,36,38,0.947368421052632
y mout,2,36,38,0.947368421052632
ot tru,13,232,245,0.946938775510204
ax o,4,71,75,0.946666666666667
rug lor,4,71,75,0.946666666666667
arlier toda,3,53,56,0.946428571428571
tudent loan,3,53,56,0.946428571428571
ccounts o,2,35,37,0.945945945945946
dolf hitle,4,70,74,0.945945945945946
ecide t,2,35,37,0.945945945945946
ecreational us,2,35,37,0.945945945945946
ews hos,2,35,37,0.945945945945946
ews tha,6,105,111,0.945945945945946
f darknes,2,35,37,0.945945945945946
ge t,2,35,37,0.945945945945946
hat georg,2,35,37,0.945945945945946
he president,2,35,37,0.945945945945946
he principa,2,35,37,0.945945945945946
he win,2,35,37,0.945945945945946
o marr,2,35,37,0.945945945945946
oy scout,2,35,37,0.945945945945946
rinking col,2,35,37,0.945945945945946
s owne,2,35,37,0.945945945945946
urchase ,2,35,37,0.945945945945946
weet stor,2,35,37,0.945945945945946
alse th,10,174,184,0.945652173913043
a th,3,52,55,0.945454545454546
eport publishe,3,52,55,0.945454545454546
olitics scienc,3,52,55,0.945454545454546
oman ,5,86,91,0.945054945054945
eply favorit,24,409,433,0.944572748267898
alse rumo,2,34,36,0.944444444444444
arge hadro,2,34,36,0.944444444444444
armful t,2,34,36,0.944444444444444
arry potte,9,153,162,0.944444444444444
bout se,5,85,90,0.944444444444444
erena william,2,34,36,0.944444444444444
he amazo,2,34,36,0.944444444444444
he lac,2,34,36,0.944444444444444
hip i,2,34,36,0.944444444444444
ith bil,2,34,36,0.944444444444444
n apparen,2,34,36,0.944444444444444
n stag,2,34,36,0.944444444444444
oard ,2,34,36,0.944444444444444
ob dyla,2,34,36,0.944444444444444
oogle eart,3,51,54,0.944444444444444
ot sa,3,51,54,0.944444444444444
otion tha,2,34,36,0.944444444444444
ottles o,2,34,36,0.944444444444444
reparing fo,2,34,36,0.944444444444444
ukushima nuclea,2,34,36,0.944444444444444
xchange fo,3,51,54,0.944444444444444
 foreig,5,84,89,0.943820224719101
iscover sig,5,84,89,0.943820224719101
et tha,3,50,53,0.943396226415094
ews sourc,3,50,53,0.943396226415094
n exchang,3,50,53,0.943396226415094
pace shuttl,3,50,53,0.943396226415094
t 6,3,50,53,0.943396226415094
urope an,3,50,53,0.943396226415094
 20,2,33,35,0.942857142857143
 speedin,2,33,35,0.942857142857143
acebook sca,2,33,35,0.942857142857143
adron collide,2,33,35,0.942857142857143
ame die,2,33,35,0.942857142857143
eatured video,2,33,35,0.942857142857143
fter deat,2,33,35,0.942857142857143
he rosi,2,33,35,0.942857142857143
ife saver,2,33,35,0.942857142857143
im tebo,2,33,35,0.942857142857143
ive state,2,33,35,0.942857142857143
n arro,2,33,35,0.942857142857143
n presiden,2,33,35,0.942857142857143
od tol,2,33,35,0.942857142857143
oly smok,2,33,35,0.942857142857143
ons ,2,33,35,0.942857142857143
ree trad,2,33,35,0.942857142857143
residents da,2,33,35,0.942857142857143
scar wild,2,33,35,0.942857142857143
urricane sand,2,33,35,0.942857142857143
ylie jenne,2,33,35,0.942857142857143
ake of,3,49,52,0.942307692307692
hat nobod,3,49,52,0.942307692307692
aunted hous,4,65,69,0.942028985507246
he smithsonia,4,65,69,0.942028985507246
 chai,4,64,68,0.941176470588235
 sever,2,32,34,0.941176470588235
015 gm,2,32,34,0.941176470588235
acebook th,2,32,34,0.941176470588235
aden wa,2,32,34,0.941176470588235
as determine,2,32,34,0.941176470588235
bama holdin,2,32,34,0.941176470588235
e extinc,2,32,34,0.941176470588235
eading i,2,32,34,0.941176470588235
eally sa,2,32,34,0.941176470588235
ecently release,2,32,34,0.941176470588235
eet lon,2,32,34,0.941176470588235
evelopment an,2,32,34,0.941176470588235
hat acto,2,32,34,0.941176470588235
he releas,4,64,68,0.941176470588235
he rider,2,32,34,0.941176470588235
hey serv,2,32,34,0.941176470588235
hild an,2,32,34,0.941176470588235
ky wit,2,32,34,0.941176470588235
nd secur,3,48,51,0.941176470588235
o afghanista,2,32,34,0.941176470588235
o pus,3,48,51,0.941176470588235
omes ou,2,32,34,0.941176470588235
onfirmed t,2,32,34,0.941176470588235
op rock,3,48,51,0.941176470588235
orking wit,3,48,51,0.941176470588235
ound unresponsiv,2,32,34,0.941176470588235
peration rescu,2,32,34,0.941176470588235
r b,2,32,34,0.941176470588235
robably no,2,32,34,0.941176470588235
s seekin,2,32,34,0.941176470588235
ith blac,4,63,67,0.940298507462687
lack panthe,3,47,50,0.94
rojan hors,3,47,50,0.94
tations i,3,47,50,0.94
ubject r,3,47,50,0.94
 marijuan,2,31,33,0.939393939393939
 toot,2,31,33,0.939393939393939
 troja,2,31,33,0.939393939393939
as filme,2,31,33,0.939393939393939
as havin,2,31,33,0.939393939393939
bout thes,2,31,33,0.939393939393939
ccidentally shootin,2,31,33,0.939393939393939
een confirme,2,31,33,0.939393939393939
ehind bar,2,31,33,0.939393939393939
eports th,6,93,99,0.939393939393939
fter watchin,2,31,33,0.939393939393939
hat read,2,31,33,0.939393939393939
he fdi,2,31,33,0.939393939393939
he hill,2,31,33,0.939393939393939
nd educatio,2,31,33,0.939393939393939
o black,2,31,33,0.939393939393939
pen t,2,31,33,0.939393939393939
rain tumor,2,31,33,0.939393939393939
s circulatin,2,31,33,0.939393939393939
uing th,2,31,33,0.939393939393939
y comment,2,31,33,0.939393939393939
outh dakot,5,77,82,0.939024390243902
f bab,3,46,49,0.938775510204082
ing j,6,92,98,0.938775510204082
s satir,3,46,49,0.938775510204082
 pres,8,122,130,0.938461538461539
ecessary t,4,61,65,0.938461538461539
ource ,4,61,65,0.938461538461539
id presiden,5,76,81,0.938271604938272
 lawsui,5,75,80,0.9375
 mem,3,45,48,0.9375
ime befor,3,45,48,0.9375
m repor,5,75,80,0.9375
n upcomin,3,45,48,0.9375
nd everyon,4,60,64,0.9375
ot ye,3,45,48,0.9375
rain th,5,75,80,0.9375
t loca,3,45,48,0.9375
umor tha,7,104,111,0.936936936936937
eans o,6,89,95,0.936842105263158
ife t,5,74,79,0.936708860759494
f chin,4,59,63,0.936507936507937
he pilo,4,59,63,0.936507936507937
igh an,4,59,63,0.936507936507937
alse snope,3,44,47,0.936170212765957
an arreste,3,44,47,0.936170212765957
ec 3,3,44,47,0.936170212765957
f car,3,44,47,0.936170212765957
hould g,3,44,47,0.936170212765957
iller i,3,44,47,0.936170212765957
busive pos,5,73,78,0.935897435897436
eport abusiv,5,73,78,0.935897435897436
f trayvo,4,58,62,0.935483870967742
illion year,4,58,62,0.935483870967742
rrested an,4,58,62,0.935483870967742
epict ,3,43,46,0.934782608695652
ffair wit,3,43,46,0.934782608695652
mergency roo,3,43,46,0.934782608695652
uslim refugee,3,43,46,0.934782608695652
he rumo,16,229,245,0.93469387755102
eople wil,4,57,61,0.934426229508197
epartment stor,4,57,61,0.934426229508197
he kk,4,57,61,0.934426229508197
s nothin,4,57,61,0.934426229508197
he eart,7,99,106,0.933962264150943
lans fo,7,99,106,0.933962264150943
016 th,4,56,60,0.933333333333333
alse i,6,84,90,0.933333333333333
anks an,3,42,45,0.933333333333333
ar crimina,3,42,45,0.933333333333333
f hig,3,42,45,0.933333333333333
hether the,4,56,60,0.933333333333333
ill ferrel,3,42,45,0.933333333333333
irst eve,3,42,45,0.933333333333333
lease hel,5,70,75,0.933333333333333
mplanted wit,3,42,45,0.933333333333333
ominos pizz,3,42,45,0.933333333333333
pace statio,5,70,75,0.933333333333333
ruth i,6,83,89,0.932584269662921
f sout,5,69,74,0.932432432432432
lack woma,4,55,59,0.932203389830508
irth certificat,14,192,206,0.932038834951456
tory tha,10,137,147,0.931972789115646
0 month,3,41,44,0.931818181818182
5 day,3,41,44,0.931818181818182
edical marijuan,3,41,44,0.931818181818182
hat someon,3,41,44,0.931818181818182
he developmen,3,41,44,0.931818181818182
he e,3,41,44,0.931818181818182
he stud,3,41,44,0.931818181818182
n affai,3,41,44,0.931818181818182
ow befor,3,41,44,0.931818181818182
ts firs,3,41,44,0.931818181818182
usband ,3,41,44,0.931818181818182
m repl,33,448,481,0.931392931392931
alse o,4,54,58,0.931034482758621
as finall,4,54,58,0.931034482758621
laimed t,4,54,58,0.931034482758621
o driv,4,54,58,0.931034482758621
yrian refugee,7,94,101,0.930693069306931
how hos,5,67,72,0.930555555555556
 pran,3,40,43,0.930232558139535
ealth i,3,40,43,0.930232558139535
ecure emai,3,40,43,0.930232558139535
eorge stephanopoulo,3,40,43,0.930232558139535
essaging clic,3,40,43,0.930232558139535
f busines,3,40,43,0.930232558139535
is persona,3,40,43,0.930232558139535
lick no,3,40,43,0.930232558139535
llied force,3,40,43,0.930232558139535
n ferguso,6,80,86,0.930232558139535
n nov,3,40,43,0.930232558139535
nd messagin,3,40,43,0.930232558139535
old the,3,40,43,0.930232558139535
onnection t,3,40,43,0.930232558139535
ontaminated wit,3,40,43,0.930232558139535
rticle fac,3,40,43,0.930232558139535
y lightnin,3,40,43,0.930232558139535
 plu,4,53,57,0.929824561403509
efore it,4,53,57,0.929824561403509
he birt,4,53,57,0.929824561403509
tate i,4,53,57,0.929824561403509
umor photograp,4,53,57,0.929824561403509
ut dow,4,53,57,0.929824561403509
n indi,9,119,128,0.9296875
he acl,5,66,71,0.929577464788732
ia socia,5,66,71,0.929577464788732
ith fo,6,79,85,0.929411764705882
pside dow,6,79,85,0.929411764705882
 jewis,3,39,42,0.928571428571429
0 a,3,39,42,0.928571428571429
015 1,3,39,42,0.928571428571429
ad passe,3,39,42,0.928571428571429
ents ge,3,39,42,0.928571428571429
merican cance,3,39,42,0.928571428571429
n colorad,6,78,84,0.928571428571429
nd pos,4,52,56,0.928571428571429
o expec,3,39,42,0.928571428571429
o gai,3,39,42,0.928571428571429
pen i,3,39,42,0.928571428571429
rom schoo,3,39,42,0.928571428571429
st 201,3,39,42,0.928571428571429
t walmar,3,39,42,0.928571428571429
tating tha,5,65,70,0.928571428571429
uf de,3,39,42,0.928571428571429
uspended fo,3,39,42,0.928571428571429
oax o,9,115,124,0.92741935483871
ake new,34,434,468,0.927350427350427
ittle mermai,4,51,55,0.927272727272727
ortune cookie,4,51,55,0.927272727272727
anned fro,7,89,96,0.927083333333333
o drin,7,89,96,0.927083333333333
 deat,10,127,137,0.927007299270073
e doe,3,38,41,0.926829268292683
ealth organizatio,3,38,41,0.926829268292683
eeds ,3,38,41,0.926829268292683
een makin,3,38,41,0.926829268292683
elieved th,3,38,41,0.926829268292683
he churc,6,76,82,0.926829268292683
he jew,3,38,41,0.926829268292683
lace fo,3,38,41,0.926829268292683
lood pressur,3,38,41,0.926829268292683
lzheimer ,3,38,41,0.926829268292683
nce wo,3,38,41,0.926829268292683
nd wel,6,76,82,0.926829268292683
nnouncing th,3,38,41,0.926829268292683
o chines,3,38,41,0.926829268292683
o mea,3,38,41,0.926829268292683
 fals,12,151,163,0.92638036809816
 colleg,4,50,54,0.925925925925926
ational guar,6,75,81,0.925925925925926
eport copyrigh,6,75,81,0.925925925925926
hanging th,4,50,54,0.925925925925926
he traditiona,4,50,54,0.925925925925926
lay downloa,4,50,54,0.925925925925926
n even,4,50,54,0.925925925925926
o gro,4,50,54,0.925925925925926
opyright violatio,6,75,81,0.925925925925926
se t,4,50,54,0.925925925925926
urportedly showin,4,50,54,0.925925925925926
he japanes,5,62,67,0.925373134328358
as s,8,99,107,0.925233644859813
as claime,3,37,40,0.925
ederally funde,3,37,40,0.925
egion o,3,37,40,0.925
enetically engineere,3,37,40,0.925
irst chil,3,37,40,0.925
ite ha,3,37,40,0.925
pread o,3,37,40,0.925
rticle tha,6,74,80,0.925
usiness spor,3,37,40,0.925
ancy pelos,7,86,93,0.924731182795699
bama ha,21,258,279,0.924731182795699
rrested afte,7,86,93,0.924731182795699
f ai,4,49,53,0.924528301886792
ill als,4,49,53,0.924528301886792
o appea,4,49,53,0.924528301886792
nternational spac,5,61,66,0.924242424242424
o ai,5,61,66,0.924242424242424
tory th,6,73,79,0.924050632911392
he myt,10,121,131,0.923664122137404
ody o,12,145,157,0.923566878980892
ail fo,8,96,104,0.923076923076923
ary an,4,48,52,0.923076923076923
avorite loadin,7,84,91,0.923076923076923
ax dollar,3,36,39,0.923076923076923
ealth issue,3,36,39,0.923076923076923
f donal,4,48,52,0.923076923076923
f federa,3,36,39,0.923076923076923
hat pop,3,36,39,0.923076923076923
he upcomin,3,36,39,0.923076923076923
laim lette,3,36,39,0.923076923076923
ld daughte,3,36,39,0.923076923076923
linton ha,3,36,39,0.923076923076923
n ga,4,48,52,0.923076923076923
nvented th,4,48,52,0.923076923076923
o witnes,3,36,39,0.923076923076923
op sta,3,36,39,0.923076923076923
ore storie,5,60,65,0.923076923076923
ountry musi,3,36,39,0.923076923076923
rticle publishe,3,36,39,0.923076923076923
s fac,6,72,78,0.923076923076923
ush throug,3,36,39,0.923076923076923
lementary schoo,9,107,116,0.922413793103448
aving se,6,71,77,0.922077922077922
he sk,12,142,154,0.922077922077922
o evidenc,6,71,77,0.922077922077922
he quot,5,59,64,0.921875
nd charge,5,59,64,0.921875
ia fac,4,47,51,0.92156862745098
ife fo,4,47,51,0.92156862745098
inger i,4,47,51,0.92156862745098
is las,4,47,51,0.92156862745098
o christianit,4,47,51,0.92156862745098
sers wh,4,47,51,0.92156862745098
eport i,13,152,165,0.921212121212121
 catholi,3,35,38,0.921052631578947
 strange,3,35,38,0.921052631578947
ajor citie,3,35,38,0.921052631578947
ake peopl,3,35,38,0.921052631578947
ancer societ,3,35,38,0.921052631578947
ark fo,3,35,38,0.921052631578947
asketball tea,3,35,38,0.921052631578947
ccount m,3,35,38,0.921052631578947
da ha,3,35,38,0.921052631578947
een banne,3,35,38,0.921052631578947
elieved i,3,35,38,0.921052631578947
heir familie,3,35,38,0.921052631578947
ime wit,3,35,38,0.921052631578947
mail o,6,70,76,0.921052631578947
